id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,category,category_id,exchanges_centralized,exchanges_decentralized
the-open-network,ton,Toncoin,https://assets.coingecko.com/coins/images/17980/large/ton_symbol.png?1696517498,5.14,17746450106.0,10,26091378774.0,263456612.0,5.41,5.01,-0.1386755952761396,-2.62711,-488506497.8432312,-2.67896,3472895451.24761,5105960235.97482,-1.0,7.63,-33.06252,2024-04-11T05:55:53.682Z,0.519364,883.92572,2021-09-21T00:33:11.092Z,2024-04-30T22:17:31.777Z,Pixels Game,pixels-game,"['bybit_spot', 'okex', 'huobi', 'bitget', 'digifinex', 'bitmart', 'xt', 'coinw', 'kucoin', 'coinsbit', 'bingx', 'poloniex', 'tidex', 'pionex', 'tapbit', 'bit_com', 'azbit', 'bitfinex', 'hitbtc', 'hitbtc', 'coincatch', 'paribu', 'qmall', 'bitcastle', 'btse', 'exmo', 'coinex', 'cryptology']","['uniswap_v3', 'pancakeswap-v3-bsc', 'pancakeswap_new', 'uniswap-bsc', 'thena-fusion', 'biswap-v3-1', 'biswap-v3-1']"
cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.440489,15519353496.0,11,19767422601.0,408920330.0,0.463021,0.426422,-0.015576763992347864,-3.41546,-505767697.83366394,-3.15609,35329386203.4438,45000000000.0,45000000000.0,3.09,-85.77341,2021-09-02T06:00:10.474Z,0.01925275,2181.0368,2020-03-13T02:22:55.044Z,2024-04-30T22:17:30.166Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'upbit', 'okex', 'huobi', 'bitget', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'orangex', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'toobit', 'bitmart', 'biconomy', 'lbank', 'deepcoin', 'xt', 'coinw', 'kucoin', 'coinsbit', 'bingx', 'poloniex', 'latoken', 'bithumb', 'bione', 'tidex', 'difx', 'pionex', 'cointr', 'kraken', 'tapbit', 'bit_com', 'bitunix', 'coinstore', 'bitmax', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'coincatch', 'fmcpay', 'changelly', 'fastex', 'weex', 'bitstamp', 'btcturk', 'pointpay', 'coinone', 'paribu', 'icrypex', 'phemex', 'qmall', 'bydfi', 'oceanex', 'c_patex', 'bitcastle', 'bitexen', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitci', 'bitdelta', 'coinex']",[]
shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1696511800,2.243e-05,13174641680.0,12,22357423453.0,674551164.0,2.451e-05,2.179e-05,-1.49151580189e-06,-6.23527,-772754804.0169983,-5.54049,589263307765342.2,999982361364505.0,-1.0,8.616e-05,-74.11695,2021-10-28T03:54:55.568Z,5.6366e-11,39563408.92331,2020-11-28T11:26:25.838Z,2024-04-30T22:17:53.054Z,Meme,meme-token,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'gate', 'digifinex', 'gdax', 'whitebit', 'bitvenus_spot', 'orangex', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'toobit', 'citex', 'mxc', 'biconomy', 'lbank', 'deepcoin', 'xt', 'coinw', 'probit', 'websea', 'poloniex', 'bigone', 'difx', 'pionex', 'cointr', 'kraken', 'currency', 'tapbit', 'bit_com', 'coinstore', 'bitmax', 'azbit', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'bilaxy', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'coincatch', 'fmcpay', 'changelly', 'fastex', 'weex', 'bitstamp', 'btcturk', 'pointpay', 'paribu', 'icrypex', 'phemex', 'bydfi', 'bitcastle', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitci', 'bitdelta', 'omgfin', 'catex', 'cryptology']","['balancer', 'uniswap_v2', 'vvs', 'sushiswap']"
shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1696511800,2.243e-05,13174641680.0,12,22357423453.0,674289457.0,2.451e-05,2.179e-05,-1.490794393598e-06,-6.23226,-772754804.0169983,-5.54049,589263307765342.2,999982361364505.0,-1.0,8.616e-05,-74.11695,2021-10-28T03:54:55.568Z,5.6366e-11,39563408.92331,2020-11-28T11:26:25.838Z,2024-04-30T22:17:28.761Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'gate', 'digifinex', 'gdax', 'whitebit', 'bitvenus_spot', 'orangex', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'toobit', 'citex', 'mxc', 'biconomy', 'lbank', 'deepcoin', 'xt', 'coinw', 'probit', 'websea', 'poloniex', 'bigone', 'difx', 'pionex', 'cointr', 'kraken', 'currency', 'tapbit', 'bit_com', 'coinstore', 'bitmax', 'azbit', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'bilaxy', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'coincatch', 'fmcpay', 'changelly', 'fastex', 'weex', 'bitstamp', 'btcturk', 'pointpay', 'paribu', 'icrypex', 'phemex', 'bydfi', 'bitcastle', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitci', 'bitdelta', 'omgfin', 'catex', 'cryptology']","['balancer', 'uniswap_v2', 'vvs', 'sushiswap']"
avalanche-2,avax,Avalanche,https://assets.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,32.62,12312166648.0,13,14217876219.0,559304576.0,35.72,31.88,-2.0565125593315017,-5.93054,-729062365.7185459,-5.59044,379136384.192824,437826027.974729,720000000.0,144.96,-77.62719,2021-11-21T14:18:56.538Z,2.8,1057.84178,2020-12-31T13:15:21.540Z,2024-04-30T22:17:28.738Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'huobi', 'bitget', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'bitvenus_spot', 'orangex', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'toobit', 'citex', 'bitmart', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'kucoin', 'coinsbit', 'bingx', 'poloniex', 'latoken', 'bigone', 'tidex', 'pionex', 'cointr', 'kraken', 'tapbit', 'bit_com', 'bitunix', 'coinstore', 'bitmax', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'coincatch', 'weex', 'bitstamp', 'btcturk', 'pointpay', 'coinone', 'paribu', 'icrypex', 'phemex', 'bydfi', 'c_patex', 'bitcastle', 'bitexen', 'localtrade', 'koinpark', 'bitci', 'bitdelta', 'coinex', 'cryptology']","['thorswap', 'openocean_finance', 'dexalot']"
tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.119116,10409847542.0,14,10409854959.0,609708245.0,0.120792,0.117636,-3.9275772831748e-05,-0.03296,-1241394.0282058716,-0.01192,87543427526.3473,87543489900.9998,-1.0,0.231673,-48.7007,2018-01-05T00:00:00.000Z,0.00180434,6486.69678,2017-11-12T00:00:00.000Z,2024-04-30T22:17:43.769Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'gate', 'huobi', 'bitget', 'bitrue', 'digifinex', 'bibox', 'whitebit', 'bitvenus_spot', 'orangex', 'hotcoin_global', 'p2pb2b', 'toobit', 'bitmart', 'mxc', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'kucoin', 'coinsbit', 'bingx', 'probit', 'websea', 'poloniex', 'latoken', 'bithumb', 'bione', 'bigone', 'tidex', 'btc_alpha', 'pionex', 'cointr', 'kraken', 'tapbit', 'bit_com', 'yobit', 'bitunix', 'coinstore', 'bitmax', 'azbit', 'trubit', 'trubit', 'fameex', 'bitfinex', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'coincatch', 'fmcpay', 'changelly', 'fastex', 'weex', 'btcturk', 'pointpay', 'coinone', 'paribu', 'icrypex', 'phemex', 'qmall', 'bydfi', 'bitcastle', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitci', 'bitdelta', 'omgfin', 'purcow', 'catex', 'coinex', 'cryptology']",[]
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,60283.0,9341217393.0,15,9341217393.0,325392610.0,64583.0,59313.0,-2988.64118048839,-4.72354,-446275735.0539303,-4.55965,155232.81826528,155232.81826528,155232.81826528,73505.0,-18.18292,2024-03-14T07:10:23.403Z,3139.17,1815.79272,2019-04-02T00:00:00.000Z,2024-04-30T22:17:47.207Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'okex', 'gate', 'digifinex', 'gdax', 'crypto_com', 'mxc', 'poloniex', 'tidex', 'pionex', 'kraken', 'bitunix', 'azbit', 'tokenize', 'bitfinex', 'bilaxy', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'phemex', 'qmall']","['uniswap_v3_arbitrum', 'curve_ethereum', 'balancer', 'thorswap', 'uniswap_v3_optimism', 'ramses-v2', 'uniswap_v3_polygon_pos', 'pancakeswap-v3-ethereum', 'openocean_finance', 'quickswap_v3', 'quickswap_v3', 'camelot-v3', 'pancakeswap-v3-arbitrum', 'tokenlon', 'vvs', 'traderjoe-v2-1-arbitrum', 'pancakeswap-v3-zksync', 'syncswap', 'osmosis', 'solidly-v3', 'zkswap-finance', 'traderjoe', 'vertex-protocol-spot', 'mute', 'sushiswap', 'retro', 'uniswap-v3-avalanche', 'beethoven_x_optimism', 'balancer_arbitrum', 'curve_arbitrum', 'degate', 'camelot']"
polkadot,dot,Polkadot,https://assets.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,6.34,8487245648.0,16,8992870838.0,214181426.0,6.65,6.07,-0.2406056976941251,-3.65634,-385142206.5293188,-4.34091,1358702800.36139,1439651933.22211,-1.0,54.98,-88.694,2021-11-04T14:10:09.301Z,2.7,130.44463,2020-08-20T05:48:11.359Z,2024-04-30T22:17:40.916Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'upbit', 'okex', 'huobi', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'toobit', 'biconomy', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'probit', 'poloniex', 'bithumb', 'bione', 'bigone', 'tidex', 'pionex', 'cointr', 'kraken', 'tapbit', 'bit_com', 'coinstore', 'bitmax', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'bilaxy', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'coincatch', 'fmcpay', 'changelly', 'bitstamp', 'btcturk', 'pointpay', 'coinone', 'paribu', 'icrypex', 'phemex', 'qmall', 'bydfi', 'oceanex', 'bitcastle', 'bitexen', 'localtrade', 'dextrade', 'btse', 'exmo', 'bitdelta', 'cryptology']",[]
bitcoin-cash,bch,Bitcoin Cash,https://assets.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,432.41,8481191382.0,17,9041143624.0,452206380.0,469.85,422.07,-30.823305695027557,-6.65399,-557685240.8127241,-6.16985,19699390.5216508,21000000.0,21000000.0,3785.82,-88.63632,2017-12-20T00:00:00.000Z,76.93,459.18604,2018-12-16T00:00:00.000Z,2024-04-30T22:17:43.808Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'upbit', 'okex', 'huobi', 'bitget', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'bitvenus_spot', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'bingx', 'probit', 'poloniex', 'latoken', 'bithumb', 'bione', 'bigone', 'tidex', 'pionex', 'cointr', 'kraken', 'currency', 'tapbit', 'bit_com', 'yobit', 'bitmax', 'azbit', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'coincatch', 'fmcpay', 'changelly', 'fastex', 'weex', 'bitstamp', 'pointpay', 'coinone', 'paribu', 'icrypex', 'phemex', 'qmall', 'bydfi', 'oceanex', 'bitflyer', 'bitcastle', 'bitexen', 'localtrade', 'dextrade', 'exmo', 'koinpark', 'bitci', 'bitdelta', 'bithash', 'omgfin', 'purcow', 'catex']",['thorswap']
chainlink,link,Chainlink,https://assets.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,13.12,7659213825.0,18,13045842615.0,400924048.0,14.19,12.84,-0.8929816355815205,-6.37291,-521070213.09911156,-6.36983,587099971.3083414,1000000000.0,1000000000.0,52.7,-75.24695,2021-05-10T00:13:57.214Z,0.148183,8702.62674,2017-11-29T00:00:00.000Z,2024-04-30T22:17:35.701Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'bitvenus_spot', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'toobit', 'citex', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'coinsbit', 'probit', 'websea', 'poloniex', 'bithumb', 'bione', 'bigone', 'tidex', 'pionex', 'cointr', 'kraken', 'currency', 'tapbit', 'bit_com', 'yobit', 'bitunix', 'coinstore', 'bitmax', 'azbit', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'bilaxy', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'coincatch', 'fmcpay', 'changelly', 'weex', 'bitstamp', 'btcturk', 'pointpay', 'coinone', 'paribu', 'icrypex', 'phemex', 'qmall', 'bydfi', 'oceanex', 'c_patex', 'bitcastle', 'bitexen', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitci', 'bitdelta', 'omgfin', 'catex']","['uniswap_v3_arbitrum', 'pancakeswap-v3-bsc', 'balancer', 'thorswap', 'uniswap_v3_optimism', 'ramses-v2', 'uniswap_v3_polygon_pos', 'openocean_finance', 'quickswap_v3', 'quickswap_v3', 'camelot-v3', 'pancakeswap-v3-arbitrum', 'uniswap-bsc', 'tokenlon', 'osmosis', 'solidly-v3', 'traderjoe', 'maverick_protocol', 'biswap-v3-1', 'biswap-v3-1', 'sushiswap', 'retro', 'balancer_arbitrum', 'degate']"
near,near,NEAR Protocol,https://assets.coingecko.com/coins/images/10365/large/near.jpg?1696510367,6.14,6548446194.0,19,7260187695.0,522918255.0,6.93,5.89,-0.6542077511616124,-9.6272,-621625361.7748032,-8.66972,1067248425.14907,1183246170.6779,-1.0,20.44,-70.03848,2022-01-16T22:09:45.873Z,0.526762,1062.49199,2020-11-04T16:09:15.137Z,2024-04-30T22:17:06.708Z,AI-Themed Coins,ai-themed-coins,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'gate', 'digifinex', 'gdax', 'bibox', 'whitebit', 'hotcoin_global', 'crypto_com', 'toobit', 'mxc', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'poloniex', 'pionex', 'cointr', 'kraken', 'tapbit', 'bitunix', 'bitmax', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'fmcpay', 'bitstamp', 'pointpay', 'icrypex', 'phemex', 'qmall', 'bydfi', 'bitcastle', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitdelta', 'cryptology']",[]
near,near,NEAR Protocol,https://assets.coingecko.com/coins/images/10365/large/near.jpg?1696510367,6.14,6548446194.0,19,7260187695.0,522527811.0,6.93,5.89,-0.6550605002810155,-9.63974,-621625361.7748032,-8.66972,1067248425.14907,1183246170.6779,-1.0,20.44,-70.03848,2022-01-16T22:09:45.873Z,0.526762,1062.49199,2020-11-04T16:09:15.137Z,2024-04-30T22:17:47.835Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'gate', 'digifinex', 'gdax', 'bibox', 'whitebit', 'hotcoin_global', 'crypto_com', 'toobit', 'mxc', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'poloniex', 'pionex', 'cointr', 'kraken', 'tapbit', 'bitunix', 'bitmax', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'fmcpay', 'bitstamp', 'pointpay', 'icrypex', 'phemex', 'qmall', 'bydfi', 'bitcastle', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitdelta', 'cryptology']",[]
matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.662843,6132548984.0,20,6606254729.0,352800857.0,0.711267,0.649674,-0.037365713578899507,-5.33637,-315347057.61481667,-4.8907,9282943566.203985,10000000000.0,10000000000.0,2.92,-77.35541,2021-12-27T02:08:34.307Z,0.00314376,20905.9192,2019-05-10T00:00:00.000Z,2024-04-30T22:17:35.353Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'huobi', 'bitget', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'bitvenus_spot', 'orangex', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'toobit', 'citex', 'bitmart', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'kucoin', 'coinsbit', 'bingx', 'probit', 'websea', 'poloniex', 'latoken', 'bithumb', 'bione', 'bigone', 'tidex', 'difx', 'pionex', 'cointr', 'kraken', 'currency', 'tapbit', 'bit_com', 'bitunix', 'coinstore', 'bitmax', 'azbit', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'bilaxy', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'coincatch', 'changelly', 'weex', 'bitstamp', 'btcturk', 'pointpay', 'coinone', 'paribu', 'icrypex', 'phemex', 'qmall', 'bydfi', 'oceanex', 'bitcastle', 'bitexen', 'localtrade', 'dextrade', 'btse', 'koinpark', 'bitdelta', 'omgfin', 'catex', 'coinex', 'cryptology']","['pancakeswap-v3-bsc', 'curve_ethereum', 'balancer', 'pancakeswap-v3-ethereum', 'openocean_finance', 'uniswap-bsc', 'thena-fusion', 'tokenlon', 'biswap-v3-1', 'biswap-v3-1', 'sushiswap']"
internet-computer,icp,Internet Computer,https://assets.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,12.83,5917502871.0,21,6618402255.0,205225916.0,13.61,12.41,-0.5839161417747949,-4.35441,-226127134.69567204,-3.68068,463265878.680161,518137464.868438,-1.0,700.65,-98.17999,2021-05-10T16:05:53.653Z,2.87,345.08734,2023-09-22T00:29:57.369Z,2024-04-30T22:17:33.209Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'okex', 'huobi', 'bitget', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'hotcoin_global', 'crypto_com', 'lbank', 'deepcoin', 'xt', 'coinw', 'bingx', 'poloniex', 'latoken', 'bione', 'bigone', 'pionex', 'kraken', 'tapbit', 'coinstore', 'tokenize', 'bitfinex', 'hitbtc', 'hitbtc', 'bitvavo', 'bit2me', 'coincatch', 'paribu', 'bitexen', 'localtrade']",[]
litecoin,ltc,Litecoin,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1696501400,79.36,5895563594.0,22,6649020106.0,441541984.0,84.46,77.71,-3.406623005608708,-4.11608,-238897034.23251247,-3.89434,74481251.9834713,84000000.0,84000000.0,410.26,-80.76444,2021-05-10T03:13:07.904Z,1.15,6769.15718,2015-01-14T00:00:00.000Z,2024-04-30T22:17:45.421Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'okex', 'huobi', 'bitget', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'bitvenus_spot', 'orangex', 'hotcoin_global', 'crypto_com', 'p2pb2b', 'toobit', 'citex', 'bitmart', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'kucoin', 'coinsbit', 'probit', 'poloniex', 'latoken', 'bione', 'bigone', 'tidex', 'btc_alpha', 'difx', 'pionex', 'cointr', 'kraken', 'currency', 'tapbit', 'bit_com', 'yobit', 'bitunix', 'bitmax', 'azbit', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'bilaxy', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'coincatch', 'fmcpay', 'changelly', 'fastex', 'weex', 'bitstamp', 'btcturk', 'pointpay', 'paribu', 'icrypex', 'phemex', 'qmall', 'bydfi', 'oceanex', 'c_patex', 'bitcastle', 'bitexen', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitdelta', 'bithash', 'omgfin', 'purcow', 'catex', 'crex24', 'coinex', 'cryptology']","['thorswap', 'cube']"
leo-token,leo,LEO Token,https://assets.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,5.84,5417977814.0,23,5761361253.0,1501576.0,5.87,5.75,-0.014515928935063371,-0.248,4909979.0,0.09071,926518150.9,985239504.0,-1.0,8.14,-28.11422,2022-02-08T17:40:10.285Z,0.799859,631.14814,2019-12-24T15:14:35.376Z,2024-04-30T22:17:44.066Z,Pixels Game,pixels-game,"['okex', 'digifinex', 'hotcoin_global', 'lbank', 'xt', 'probit', 'bitmax', 'bitfinex', 'hitbtc', 'hitbtc']",[]
uniswap,uni,Uniswap,https://assets.coingecko.com/coins/images/12504/large/uni.jpg?1696512319,7.04,5298193423.0,24,7028956911.0,171820879.0,7.81,6.84,-0.6092507837262637,-7.96097,-434953492.7928896,-7.58664,753766667.0,1000000000.0,1000000000.0,44.92,-84.40522,2021-05-03T05:25:04.822Z,1.03,579.97209,2020-09-17T01:20:38.214Z,2024-04-30T22:17:33.683Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'upbit', 'okex', 'huobi', 'bitget', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'bitvenus_spot', 'orangex', 'hotcoin_global', 'crypto_com', 'toobit', 'citex', 'biconomy', 'lbank', 'bullish_com', 'deepcoin', 'xt', 'coinw', 'kucoin', 'coinsbit', 'bingx', 'probit', 'websea', 'poloniex', 'latoken', 'bithumb', 'bigone', 'tidex', 'difx', 'pionex', 'cointr', 'kraken', 'currency', 'tapbit', 'bit_com', 'bitunix', 'coinstore', 'bitmax', 'azbit', 'tokenize', 'trubit', 'trubit', 'fameex', 'bitfinex', 'bilaxy', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'bit2me', 'coincatch', 'fmcpay', 'weex', 'bitstamp', 'btcturk', 'pointpay', 'paribu', 'icrypex', 'phemex', 'qmall', 'bydfi', 'oceanex', 'bitcastle', 'localtrade', 'dextrade', 'btse', 'exmo', 'koinpark', 'bitci', 'bitdelta', 'coinex', 'cryptology']","['uniswap_v3_arbitrum', 'pancakeswap-v3-bsc', 'uniswap_v3_optimism', 'uniswap_v3_polygon_pos', 'quickswap_v3', 'quickswap_v3', 'uniswap-bsc', 'thena-fusion', 'sushiswap']"
dai,dai,Dai,https://assets.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999946,5249972547.0,25,5249972547.0,630347396.0,1.002,0.994365,0.00090013,0.0901,-18445730.33477211,-0.35012,5250293998.26411,5250293998.26411,-1.0,1.22,-18.06778,2020-03-13T03:02:50.373Z,0.88196,13.23609,2023-03-11T07:50:50.514Z,2024-04-30T22:15:25.113Z,Pixels Game,pixels-game,"['bybit_spot', 'upbit', 'okex', 'gate', 'huobi', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'hotcoin_global', 'crypto_com', 'mxc', 'lbank', 'xt', 'coinw', 'probit', 'poloniex', 'bithumb', 'pionex', 'kraken', 'tapbit', 'bitunix', 'azbit', 'tokenize', 'fameex', 'bitfinex', 'hitbtc', 'hitbtc', 'bitvavo', 'changelly', 'bitstamp', 'pointpay', 'phemex', 'exmo', 'bithash', 'crex24']","['uniswap_v3_arbitrum', 'pancakeswap-v3-bsc', 'curve_ethereum', 'balancer', 'uniswap-v3-base', 'uniswap_v2', 'thorswap', 'ferro_protocol', 'uniswap_v3_optimism', 'dodo', 'uniswap_v3_polygon_pos', 'pancakeswap-v3-ethereum', 'openocean_finance', 'quickswap_v3', 'quickswap_v3', 'uniswap-bsc', 'tokenlon', 'vvs', 'aerodrome-base', 'traderjoe-v2-1-arbitrum', 'traderjoe-v2-1-avalanche', 'pancakeswap-v3-base', 'pancakeswap-v3-zksync', 'syncswap', 'maverick_protocol_base', 'osmosis', 'maverick_protocol', 'mute', 'sushiswap', 'ref_finance', 'balancer_arbitrum', 'camelot']"
first-digital-usd,fdusd,First Digital USD,https://assets.coingecko.com/coins/images/31079/large/firstfigital.jpeg?1696529912,0.998784,4189286037.0,26,4189286037.0,8936842792.0,1.011,0.988632,-0.004079758049722715,-0.40681,-125291720.08853054,-2.90392,4198504144.05,4198504144.05,-1.0,1.041,-4.248,2023-10-23T22:55:15.103Z,0.942129,5.83566,2023-08-17T21:55:41.478Z,2024-04-30T22:17:40.955Z,Pixels Game,pixels-game,"['binance', 'bitvenus_spot', 'hotcoin_global', 'bingx', 'probit', 'azbit', 'koinpark', 'cryptology']","['uniswap_v3', 'pancakeswap-v3-bsc', 'uniswap-bsc']"
ethereum-classic,etc,Ethereum Classic,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,25.4,3713622298.0,27,5329382038.0,252014996.0,27.95,24.89,-1.9823866427850305,-7.23881,-281770513.9346256,-7.05239,146820065.193977,210700000.0,210700000.0,167.09,-84.85532,2021-05-06T18:34:22.133Z,0.615038,4014.3046,2016-07-25T00:00:00.000Z,2024-04-30T22:17:32.074Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'nami_exchange', 'upbit', 'okex', 'huobi', 'bitget', 'bitrue', 'digifinex', 'gdax', 'bibox', 'whitebit', 'hotcoin_global', 'crypto_com', 'toobit', 'bitmart', 'biconomy', 'lbank', 'deepcoin', 'xt', 'coinw', 'kucoin', 'coinsbit', 'bingx', 'probit', 'poloniex', 'latoken', 'bithumb', 'bione', 'bigone', 'tidex', 'pionex', 'cointr', 'kraken', 'tapbit', 'bit_com', 'yobit', 'bitmax', 'trubit', 'trubit', 'fameex', 'bitfinex', 'hitbtc', 'hitbtc', 'bitcoin_com', 'bitcoin_com', 'bitvavo', 'coincatch', 'fmcpay', 'changelly', 'weex', 'btcturk', 'pointpay', 'coinone', 'phemex', 'bydfi', 'oceanex', 'bitcastle', 'localtrade', 'dextrade', 'exmo', 'koinpark', 'bitdelta', 'bithash', 'purcow', 'coincheck', 'catex', 'coinex']",[]
