id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,category,category_id,exchanges_centralized,exchanges_decentralized
dash-2-trade,d2t,Dash 2 Trade,https://assets.coingecko.com/coins/images/28707/large/logo.png?1696527689,0.0036213,1353260.0,2510,3623185.0,67423.0,0.00374096,0.00360811,-5.9984429068233e-05,-1.62944,-21632.5306457486,-1.5734,373500000.0,1000000000.0,1000000000.0,0.053805,-93.25152,2023-03-06T07:15:35.022Z,0.00341145,6.43575,2024-04-24T21:10:34.758Z,2024-04-30T22:18:53.355Z,Pixels Game,pixels-game,"['bitmart', 'hitbtc', 'hitbtc', 'changelly']",['uniswap_v3']
virtual-versions,vv,Virtual Versions,https://assets.coingecko.com/coins/images/31674/large/NoBACKGROUNDICON.png?1696530490,0.00429131,1352230.0,2511,4296600.0,560944.0,0.00451807,0.00411591,-8.2357384152207e-05,-1.88303,-22681.290465680417,-1.64965,314721048.0,1000000000.0,1000000000.0,0.02090716,-79.3959,2024-01-25T11:57:28.674Z,0.00226328,90.33173,2023-10-14T15:54:32.289Z,2024-04-30T22:18:27.015Z,Pixels Game,pixels-game,"['bybit_spot', 'bitget']",[]
nxt,nxt,NXT,https://assets.coingecko.com/coins/images/6/large/nxt.png?1696501410,0.00135278,1350909.0,2512,1352262.0,265.39,0.00135795,0.00118526,-5.177292299805e-06,-0.38126,-2324.1217019597534,-0.17175,998999942.0,1000000000.0,-1.0,1.86,-99.92739,2017-12-23T00:00:00.000Z,0.00038596,250.46645,2024-04-29T05:35:30.609Z,2024-04-30T22:18:24.134Z,Pixels Game,pixels-game,"['hitbtc', 'hitbtc', 'changelly']",[]
salt,salt,SALT,https://assets.coingecko.com/coins/images/962/large/salt.png?1696502077,0.0154174,1348193.0,2513,1849392.0,13502.6,0.0166667,0.01512575,-0.001095403624189421,-6.63366,-101821.4065728432,-7.0221,87479056.98918937,120000000.0,-1.0,17.22,-99.91048,2017-12-28T00:00:00.000Z,0.01120699,37.58867,2024-04-13T20:55:23.877Z,2024-04-30T22:18:39.341Z,Pixels Game,pixels-game,"['yobit', 'hitbtc', 'hitbtc']",[]
plasma-finance,ppay,Plasma Finance,https://assets.coingecko.com/coins/images/13340/large/Hi9sEGAD.png?1696513107,0.00141913,1348171.0,2514,1419128.0,95.61,0.001426,0.00140297,1.581e-05,1.1263,15015.3,1.1263,950000000.0,1000000000.0,1000000000.0,0.42608,-99.66693,2021-04-13T05:16:35.537Z,5.665e-05,2405.28766,2023-11-26T09:35:25.354Z,2024-04-29T23:52:16.185Z,Pixels Game,pixels-game,[],['uniswap_v2']
spores-network,spo,Spores Network,https://assets.coingecko.com/coins/images/17431/large/SPO_token.png?1696516978,0.00127245,1346871.0,2515,6363354.0,24188.0,0.00132203,0.00122003,-3.6614693905827e-05,-2.79702,-42934.918627935695,-3.08928,1058302432.0,5000000000.0,5000000000.0,0.109768,-98.83907,2021-08-20T02:48:46.417Z,0.00011801,979.8702,2022-12-21T06:06:00.940Z,2024-04-30T22:18:46.901Z,Pixels Game,pixels-game,['gate'],['uniswap_v2']
dola-borrowing-right,dbr,DOLA Borrowing Right,https://assets.coingecko.com/coins/images/28530/large/DBR.png?1696527523,0.150489,1340136.0,2517,4055562.0,8673.55,0.156255,0.143106,-0.005388419816514445,-3.45683,-50697.93410518835,-3.64515,8903822.492889525,26945026.2875473,29273852.42328481,0.258189,-41.73042,2024-03-17T00:07:39.601Z,0.04439741,238.86125,2022-12-19T09:45:11.734Z,2024-04-30T22:16:56.135Z,Pixels Game,pixels-game,[],['curve_ethereum']
jupiter,jup,Jupiter Project,https://assets.coingecko.com/coins/images/10351/large/logo512.png?1696510352,0.00134024,1335627.0,2518,1335627.0,42319.0,0.00146171,0.00117938,8.545e-05,6.8099,83038.0,6.62931,1000000000.0,1000000000.0,-1.0,0.128999,-98.96603,2021-03-22T08:37:18.982Z,4.35e-06,30539.19232,2020-10-16T10:27:38.449Z,2024-04-30T22:17:38.712Z,Pixels Game,pixels-game,['bilaxy'],[]
hiblocks,hibs,Hiblocks,https://assets.coingecko.com/coins/images/11574/large/51367870.png?1696511472,0.00011218,1334129.0,2519,-1.0,13912.33,0.0001155,0.00010794,-2.695681984271e-06,-2.34654,-24243.454609111184,-1.78474,11875091351.7124,11875091351.7124,-1.0,0.02503452,-99.55192,2021-04-08T05:27:48.305Z,7.42e-05,51.16821,2023-04-10T01:40:50.801Z,2024-04-30T22:18:58.646Z,Pixels Game,pixels-game,['coinone'],[]
king-shiba,kingshib,King Shiba,https://assets.coingecko.com/coins/images/19215/large/kingshib.png?1696518662,0.00336541,1329155.0,2520,3353706.0,13656.88,0.00338877,0.0032893,-5.722687494659e-06,-0.16976,-12226.273607280804,-0.91147,396324338.157359,1000000000.0,-1.0,0.191508,-98.23688,2021-11-04T06:39:03.070Z,7.16e-06,47080.96262,2021-10-22T02:37:15.060Z,2024-04-30T22:18:51.774Z,Pixels Game,pixels-game,"['lbank', 'latoken']",[]
putincoin,put,PUTinCoin,https://assets.coingecko.com/coins/images/773/large/putincoin.png?1696501925,0.0006055,1327048.0,2521,13866726.0,1231.74,0.00068063,0.00059801,-6.3890618612425e-05,-9.54459,-141957.60715227178,-9.66352,2196675109.79372,22953730188.0713,90000000000.0,0.04497617,-98.65486,2017-08-26T00:00:00.000Z,8.16e-06,7316.6864,2019-10-22T00:00:00.000Z,2024-04-30T22:15:06.472Z,Pixels Game,pixels-game,['fameex'],[]
base-protocol,base,Base Protocol,https://assets.coingecko.com/coins/images/13265/large/200x200green.png?1696513039,2.77,1323145.0,2522,1933579.0,39159.0,2.86,2.75,-0.009545418184784271,-0.3437,-8882.229120130418,-0.66682,480679.61945696,702441.82996731,702441.82996731,35.25,-92.21516,2023-08-31T07:31:19.845Z,0.205028,1238.27022,2022-03-07T23:41:49.075Z,2024-04-30T22:18:58.530Z,Pixels Game,pixels-game,[],['sushiswap']
bao-finance,bao,Bao Finance,https://assets.coingecko.com/coins/images/13547/large/BaoLogo.png?1696513307,1.811e-05,1322756.0,2523,17746959.0,1244.16,1.881e-05,1.759e-05,-6.85139269269e-07,-3.64594,-70767.21872555465,-5.0783,73369322028.12354,984370975063.917,984370975063.917,0.00317406,-99.43256,2021-02-03T18:54:01.116Z,1.083e-05,66.33438,2021-01-04T00:37:18.152Z,2024-04-30T22:17:14.292Z,Pixels Game,pixels-game,[],['sushiswap']
xi-token,xi,Xi,https://assets.coingecko.com/coins/images/18640/large/v5NMxPo.png?1696518111,0.00313716,1320029.0,2524,3135460.0,14930.92,0.00360191,0.00252207,-0.000215790680806603,-6.43584,-92565.03343955823,-6.55284,421000000.0,1000000000.0,-1.0,0.771567,-99.59373,2021-11-08T03:16:59.044Z,0.00074429,321.16428,2024-03-08T22:16:31.064Z,2024-04-30T22:17:37.671Z,Pixels Game,pixels-game,['bitmart'],['uniswap_v3']
nft-art-finance,nftart,NFT Art Finance,https://assets.coingecko.com/coins/images/15027/large/nft-art-coingecko-logo.png?1696514688,5.3274e-11,1315544.0,2526,5276949.0,1930.68,5.4851e-11,5.0425e-11,-3.40423e-13,-0.63495,-27022.58733599796,-2.01276,2.4930005585016504e+16,1e+17,-1.0,1.8252e-08,-99.71044,2021-04-27T03:47:17.892Z,2.1703e-11,143.52502,2023-10-22T12:59:56.909Z,2024-04-30T22:18:52.178Z,Pixels Game,pixels-game,[],['pancakeswap_new']
blockchain-certified-data-token,bcdt,EvidenZ,https://assets.coingecko.com/coins/images/2014/large/evidenz-512.png?1696502988,0.03729137,1314440.0,2528,1389329.0,44246.0,0.04094274,0.03329132,0.00124541,3.45507,41502.0,3.2603,35388879.48722073,37405108.04749732,-1.0,0.454986,-91.1609,2021-03-31T07:26:42.578Z,0.00256645,1467.0147,2018-11-25T00:00:00.000Z,2024-04-30T22:17:39.074Z,Pixels Game,pixels-game,['bilaxy'],['uniswap_v3']
league-of-ancients,loa,League of Ancients,https://assets.coingecko.com/coins/images/21442/large/loa.png?1696520805,0.00309226,1309392.0,2529,3092476.0,14179.99,0.00311652,0.00307217,-7.152989713724e-06,-0.23079,-3907.0229961867444,-0.2975,423412251.8713637,1000000000.0,-1.0,1.47,-99.78986,2021-12-12T09:14:21.863Z,0.00165153,87.32814,2022-12-16T17:59:50.758Z,2024-04-30T22:18:39.757Z,Pixels Game,pixels-game,['gate'],['pancakeswap-v3-bsc']
pillar,plr,Pillar,https://assets.coingecko.com/coins/images/809/large/v2logo-1.png?1696501958,0.00504578,1309013.0,2530,4037856.0,191.04,0.00541069,0.00492982,-0.000282056473474754,-5.29402,-65405.33846347546,-4.75876,259348201.0,800000000.0,-1.0,1.56,-99.67638,2018-02-01T00:05:32.250Z,0.00121418,315.63627,2022-08-29T12:36:53.636Z,2024-04-30T22:18:48.965Z,Pixels Game,pixels-game,[],"['uniswap_v2', 'sushiswap']"
ibs,ibs,IBS,https://assets.coingecko.com/coins/images/26003/large/a.jpg?1696525080,0.00120534,1298763.0,2532,1803416.0,2810.27,0.00121202,0.00098406,8.24e-06,0.6881,-2624.8587271247525,-0.2017,1080252627.3796403,1500000000.0,1500000000.0,0.00220388,-45.54746,2022-12-24T10:05:04.335Z,0.00017036,604.44652,2022-11-16T11:54:53.237Z,2024-04-30T22:17:46.855Z,Pixels Game,pixels-game,['coinsbit'],[]
cindicator,cnd,Cindicator,https://assets.coingecko.com/coins/images/1006/large/cindicator.png?1696502118,0.00067328,1298531.0,2533,1346140.0,356.84,0.00069155,0.00066978,-1.5051744567919e-05,-2.1867,-29156.834905608557,-2.19606,1929265175.566927,2000000005.0,-1.0,0.310116,-99.78283,2018-01-23T00:00:00.000Z,0.00016928,297.86159,2023-01-08T02:43:10.886Z,2024-04-30T22:17:02.404Z,Artificial Intelligence (AI),artificial-intelligence,"['hitbtc', 'hitbtc']",['uniswap_v3']
cindicator,cnd,Cindicator,https://assets.coingecko.com/coins/images/1006/large/cindicator.png?1696502118,0.00067328,1298531.0,2533,1346140.0,356.84,0.00069155,0.00066978,-1.5051744567919e-05,-2.1867,-29156.834905608557,-2.19606,1929265175.566927,2000000005.0,-1.0,0.310116,-99.78283,2018-01-23T00:00:00.000Z,0.00016928,297.86159,2023-01-08T02:43:10.886Z,2024-04-30T22:17:02.404Z,Pixels Game,pixels-game,"['hitbtc', 'hitbtc']",['uniswap_v3']
oddz,oddz,Oddz,https://assets.coingecko.com/coins/images/14421/large/NewLogo.png?1696514112,0.01453789,1298151.0,2534,1451978.0,143669.0,0.01588891,0.01424984,-0.000844880260163994,-5.49238,-76068.59542234475,-5.5354,89405704.0,100000000.0,100000000.0,3.68,-99.6044,2021-04-06T09:30:59.000Z,0.00595885,144.1429,2023-10-15T16:15:28.583Z,2024-04-30T22:18:42.118Z,Pixels Game,pixels-game,"['gate', 'bitmax']",['uniswap_v2']
zoomer,zoomer,Zoomer,https://assets.coingecko.com/coins/images/30894/large/zoooooooooomer.jpg?1696529740,1.882e-05,1296514.0,2535,1296514.0,5891.81,2.168e-05,1.857e-05,-2.54551978666e-06,-11.91685,-164041.83083431935,-11.23147,69000000000.0,69000000000.0,69000000000.0,9.555e-05,-80.36344,2024-03-01T14:26:55.197Z,4.97e-06,277.66685,2023-11-16T10:01:25.142Z,2024-04-30T22:13:47.754Z,Meme,meme-token,[],"['uniswap_v3_arbitrum', 'meteora', 'uniswap_v3_polygon_pos', 'aerodrome-base']"
zoomer,zoomer,Zoomer,https://assets.coingecko.com/coins/images/30894/large/zoooooooooomer.jpg?1696529740,1.883e-05,1296514.0,2535,1296514.0,5897.95,2.168e-05,1.857e-05,-2.52617256805e-06,-11.82627,-164041.83083431935,-11.23147,69000000000.0,69000000000.0,69000000000.0,9.555e-05,-80.36344,2024-03-01T14:26:55.197Z,4.97e-06,277.66685,2023-11-16T10:01:25.142Z,2024-04-30T22:18:14.281Z,Pixels Game,pixels-game,[],"['uniswap_v3_arbitrum', 'meteora', 'uniswap_v3_polygon_pos', 'aerodrome-base']"
dingocoin,dingo,Dingocoin,https://assets.coingecko.com/coins/images/15989/large/dingocoin.png?1696515602,1.195e-05,1295833.0,2536,1295833.0,353536.0,1.222e-05,1.183e-05,-1.94633920875e-07,-1.60216,-5890.345291260164,-0.4525,107594400045.751,107594400045.751,-1.0,0.00040748,-97.06513,2021-08-05T23:24:07.228Z,1.00217e-07,11832.96002,2021-06-28T03:32:20.996Z,2024-04-30T22:17:54.480Z,Meme,meme-token,"['mxc', 'lbank', 'xt', 'bitmax', 'dextrade']",['pancakeswap-v3-bsc']
dingocoin,dingo,Dingocoin,https://assets.coingecko.com/coins/images/15989/large/dingocoin.png?1696515602,1.195e-05,1295833.0,2536,1295833.0,353691.0,1.222e-05,1.183e-05,-1.94791207097e-07,-1.60346,-5890.345291260164,-0.4525,107594400045.751,107594400045.751,-1.0,0.00040748,-97.06513,2021-08-05T23:24:07.228Z,1.00217e-07,11832.96002,2021-06-28T03:32:20.996Z,2024-04-30T22:18:37.409Z,Pixels Game,pixels-game,"['mxc', 'lbank', 'xt', 'bitmax', 'dextrade']",['pancakeswap-v3-bsc']
risitas-2,risita,Risitas,https://assets.coingecko.com/coins/images/36943/large/risitas.jpeg?1712890887,5.599e-05,1295519.0,2537,1465737.0,31616.0,5.984e-05,5.439e-05,-2.705981335106e-06,-4.61014,-68494.33286553994,-5.02153,23239287079.0,26292688441.0,26292688441.0,0.00011294,-50.64167,2024-04-12T14:59:24.915Z,5.439e-05,2.4875,2024-04-30T20:02:18.388Z,2024-04-30T22:17:07.773Z,Meme,meme-token,[],['uniswap-v3-base']
risitas-2,risita,Risitas,https://assets.coingecko.com/coins/images/36943/large/risitas.jpeg?1712890887,5.599e-05,1295519.0,2537,1465737.0,31616.0,5.984e-05,5.439e-05,-2.705981335106e-06,-4.61014,-68494.33286553994,-5.02153,23239287079.0,26292688441.0,26292688441.0,0.00011294,-50.64167,2024-04-12T14:59:24.915Z,5.439e-05,2.4875,2024-04-30T20:02:18.388Z,2024-04-30T22:17:07.773Z,Pixels Game,pixels-game,[],['uniswap-v3-base']
pnetwork,pnt,pNetwork,https://assets.coingecko.com/coins/images/11659/large/pNetwork.png?1696511550,0.01520607,1295165.0,2538,1332022.0,130107.0,0.01758677,0.0139892,0.00023488,1.56886,12979.33,1.01228,85540948.0827352,87975228.7096408,87984177.0,3.37,-99.54959,2021-05-05T12:58:32.491Z,0.00960842,57.80712,2024-04-13T20:31:44.728Z,2024-04-30T22:18:43.669Z,Pixels Game,pixels-game,"['bitrue', 'xt', 'hitbtc', 'hitbtc']",[]
aston-martin-cognizant-fan-token,am,Aston Martin Cognizant Fan Token,https://assets.coingecko.com/coins/images/16868/large/VVY4ZVPQ8EJoHgJGCRNGptFXFICPT5mpxwHMmSEW.png?1696516437,0.579915,1292507.0,2540,5829483.0,71008.0,0.596072,0.557712,-0.010202839950787967,-1.72895,-10905.296197966207,-0.83667,2217190.0,10000000.0,-1.0,12.06,-95.173,2021-07-06T10:33:43.080Z,0.217046,168.10481,2023-01-01T10:00:21.899Z,2024-04-30T22:18:53.877Z,Pixels Game,pixels-game,"['gate', 'paribu']",[]
cyber-arena,cat,Cyber Arena,https://assets.coingecko.com/coins/images/30589/large/Coin-200x200_%281%29.png?1696529457,0.00091201,1291717.0,2541,4548299.0,30150.0,0.00096808,0.00090248,-5.5397790612103e-05,-5.72643,-81157.0669490227,-5.91147,1420000000.0,5000000000.0,5000000000.0,0.00421376,-78.40167,2023-12-03T10:05:10.358Z,0.00049456,84.02291,2023-11-22T17:15:01.898Z,2024-04-30T22:18:58.883Z,Pixels Game,pixels-game,['bybit_spot'],['pancakeswap_new']
achain,act,Achain,https://assets.coingecko.com/coins/images/1147/large/achain-logo.png?1696502238,0.00150723,1290803.0,2542,1505415.0,400955.0,0.00161838,0.00147793,-7.6655613014804e-05,-4.83973,-61697.71334862034,-4.56175,857440445.0,1000000000.0,-1.0,1.48,-99.89832,2018-01-09T00:00:00.000Z,0.00096028,56.52905,2024-01-23T14:25:53.990Z,2024-04-30T22:18:54.200Z,Pixels Game,pixels-game,"['huobi', 'kucoin', 'bione', 'cointr', 'hitbtc', 'hitbtc']",[]
aisociety,ais,AISociety,https://assets.coingecko.com/coins/images/32861/large/AIS_Symbol.png?1699669819,0.0151217,1290369.0,2543,46287579.0,68436.0,0.01953647,0.0146937,-0.002051329699933827,-11.94506,-124674.04795565316,-8.81062,83631679.77581,3000000000.0,3000000000.0,0.090849,-83.50288,2023-12-05T17:37:41.409Z,0.00831443,80.25814,2024-04-20T10:31:21.378Z,2024-04-30T22:19:00.084Z,Pixels Game,pixels-game,['bingx'],[]
superlauncher-dao,launch,Superlauncher,https://assets.coingecko.com/coins/images/14817/large/SL-V3-1024.png?1696514485,0.270762,1287881.0,2544,3244659.0,1816.24,0.296031,0.267282,-0.019586062148668815,-6.74572,-95376.3143263876,-6.89505,4763079.082547565,12000000.0,12000000.0,2830.31,-99.99045,2021-05-28T06:39:30.729Z,0.10528,156.6409,2023-09-11T20:10:56.577Z,2024-04-30T22:12:46.421Z,Pixels Game,pixels-game,[],['pancakeswap-v3-zksync']
alaska-gold-rush,carat,Alaska Gold Rush,https://assets.coingecko.com/coins/images/29911/large/O5Z-nlcb_400x400.jpg?1696528840,0.00447392,1287299.0,2545,4190350.0,7445.4,0.00464863,0.00447469,-0.000104585363914936,-2.28427,-22774.15399989439,-1.73839,287655722.56712145,936362230.812054,1000000000.0,0.03147683,-85.75232,2023-04-21T12:38:47.257Z,0.00218232,105.50273,2023-09-20T08:18:37.682Z,2024-04-30T22:17:15.596Z,Gaming (GameFi),gaming,[],['pancakeswap_new']
alaska-gold-rush,carat,Alaska Gold Rush,https://assets.coingecko.com/coins/images/29911/large/O5Z-nlcb_400x400.jpg?1696528840,0.0044746,1287299.0,2545,4190350.0,7446.54,0.00464863,0.00447469,-0.000103897266417839,-2.26924,-22774.15399989439,-1.73839,287655722.56712145,936362230.812054,1000000000.0,0.03147683,-85.75232,2023-04-21T12:38:47.257Z,0.00218232,105.50273,2023-09-20T08:18:37.682Z,2024-04-30T22:18:58.676Z,Pixels Game,pixels-game,[],['pancakeswap_new']
inscribe,ins,Inscribe,https://assets.coingecko.com/coins/images/34960/large/nwb4N3Gx_400x400.jpg?1706788569,0.058701,1284754.0,2546,5863649.0,322864.0,0.070421,0.057033,-0.01103786217295802,-15.82744,-244894.38348611724,-16.00985,21910481.615410864,100000000.0,100000000.0,0.883384,-93.36726,2024-02-29T09:39:38.648Z,0.057033,2.73373,2024-04-30T19:59:33.589Z,2024-04-30T22:18:33.183Z,Pixels Game,pixels-game,"['bitmart', 'xt', 'bilaxy']",['uniswap_v3']
vexanium,vex,Vexanium,https://assets.coingecko.com/coins/images/3845/large/pict-vexanium.png?1696504510,0.00127509,1276484.0,2550,1338403.0,17948.15,0.00135217,0.00124482,-2.5210598588068e-05,-1.93883,-25126.703403407708,-1.93043,1000995505.24,1049551900.0,1049551900.0,0.04805132,-97.3476,2018-08-01T14:23:37.701Z,0.00050357,153.0972,2024-01-29T14:44:40.140Z,2024-04-30T22:18:16.927Z,Pixels Game,pixels-game,['probit'],[]
kingdom-of-ants-ant-coins,antc,Kingdom of ANTs ANT Coins,https://assets.coingecko.com/coins/images/33494/large/antcoinlogoo200x200.png?1713989401,0.04218049,1275760.0,2551,4229308.0,45227.0,0.04613042,0.04145759,-0.003797282576981684,-8.25895,-100495.15559457266,-7.30207,30164741.0,100000000.0,200000000.0,0.315881,-86.6919,2023-12-16T09:02:02.978Z,0.04145759,1.39952,2024-04-30T19:40:24.766Z,2024-04-30T22:17:21.063Z,Pixels Game,pixels-game,['mxc'],[]
plastiks,plastik,Plastiks,https://assets.coingecko.com/coins/images/21212/large/plastik.png?1696520587,0.00841688,1270947.0,2553,8336681.0,26368.0,0.00862934,0.00826494,-7.5540566828949e-05,-0.88951,7518.52,0.59509,152452347.0,1000000000.0,-1.0,0.260756,-96.80655,2021-12-08T16:57:41.444Z,0.00114261,628.7805,2022-10-27T01:29:52.673Z,2024-04-30T22:18:52.201Z,Pixels Game,pixels-game,"['bitmart', 'lbank', 'coinstore']",['uniswap_v3_celo']
karat,kat,Karat,https://assets.coingecko.com/coins/images/31834/large/coin1.png?1696530647,0.0024414,1269296.0,2554,4838423.0,37871.0,0.00259655,0.0023622,-0.000152595522654762,-5.88265,-68126.65219429974,-5.09388,516000001.0,1966937431.58221,2000000000.0,0.01685455,-85.46008,2024-02-18T14:16:26.082Z,0.0023622,3.74398,2024-04-30T14:20:25.745Z,2024-04-30T22:18:44.411Z,Pixels Game,pixels-game,"['gate', 'mxc']",['syncswap']
unbound-finance,unb,Unbound Finance,https://assets.coingecko.com/coins/images/21412/large/Unbound_icon_png.png?1696520776,0.00130124,1267023.0,2555,13008448.0,86471.0,0.00136566,0.00128279,-5.8871594135675e-05,-4.32843,-56937.83336662408,-4.30057,974000000.0,10000000000.0,10000000000.0,0.280453,-99.53624,2021-12-14T13:05:35.681Z,0.00020397,537.63935,2023-09-28T17:55:51.081Z,2024-04-30T22:18:29.045Z,Pixels Game,pixels-game,[],['uniswap-bsc']
suterusu,suter,Suterusu,https://assets.coingecko.com/coins/images/9830/large/p-NFlBlw_400x400.jpg?1696509886,0.00034667,1264510.0,2557,3474845.0,187137.0,0.00038129,0.00034301,-3.0250603371334e-05,-8.02578,-105145.00073121418,-7.67675,3639040000.0,10000000000.0,10000000000.0,0.082176,-99.57799,2019-11-25T01:53:51.388Z,0.00024929,39.11282,2023-08-23T11:59:49.147Z,2024-04-30T22:18:37.255Z,Pixels Game,pixels-game,['kucoin'],[]
yam-2,yam,YAM,https://assets.coingecko.com/coins/images/12530/large/YAM-icon.png?1696512343,0.085553,1264437.0,2558,1296392.0,1247.2,0.095166,0.084147,-0.007913539750179582,-8.46675,-114911.55702018342,-8.33086,14790447.225200657,15164231.3125922,15164231.3125922,41.4,-99.79401,2020-09-19T08:42:45.898Z,0.04578625,86.26653,2023-10-12T10:42:15.046Z,2024-04-30T22:18:38.082Z,Pixels Game,pixels-game,[],['sushiswap']
kambria,kat,Kambria,https://assets.coingecko.com/coins/images/4784/large/kambria.png?1696505340,0.00080163,1264262.0,2559,2019657.0,94.21,0.00080164,0.00075868,4.043e-05,5.31081,61215.0,5.08834,1582989647.9764264,2528822981.9764266,-1.0,0.03524631,-97.73558,2018-12-20T00:55:07.871Z,7.03e-06,11260.14208,2022-04-13T08:44:31.626Z,2024-04-30T22:18:17.711Z,Pixels Game,pixels-game,[],['uniswap_v2']
larissa-blockchain,lrs,Larissa Blockchain,https://assets.coingecko.com/coins/images/34527/large/lrs_200x200.png?1705306770,0.170017,1263845.0,2560,1328470.0,51557.0,0.170776,0.154601,0.00538955,3.27378,62795.0,5.22838,7440598.74800079,7821059.02612977,45702970.17,0.371259,-54.21723,2024-01-20T13:21:59.060Z,0.052946,221.02746,2024-01-31T09:11:42.990Z,2024-04-30T22:18:24.923Z,Pixels Game,pixels-game,[],['uniswap_v3_polygon_pos']
monsterra,mstr,Monsterra,https://assets.coingecko.com/coins/images/24377/large/MSTR.png?1696523560,0.097143,1258815.0,2561,9633303.0,178009.0,0.101201,0.096854,-0.003757073668446201,-3.72358,-46237.07616425818,-3.54293,12949722.0,99100000.0,100000000.0,0.571843,-82.9805,2022-08-28T07:29:03.680Z,0.03553694,173.86962,2024-01-01T07:41:00.215Z,2024-04-30T22:17:28.384Z,Gaming (GameFi),gaming,"['bitget', 'mxc']",['pancakeswap_new']
monsterra,mstr,Monsterra,https://assets.coingecko.com/coins/images/24377/large/MSTR.png?1696523560,0.097157,1258815.0,2561,9633303.0,178038.0,0.101201,0.096854,-0.003742133643169568,-3.70877,-46237.07616425818,-3.54293,12949722.0,99100000.0,100000000.0,0.571843,-82.9805,2022-08-28T07:29:03.680Z,0.03553694,173.86962,2024-01-01T07:41:00.215Z,2024-04-30T22:18:32.226Z,Pixels Game,pixels-game,"['bitget', 'mxc']",['pancakeswap_new']
nitro-cartel,trove,Arbitrove Governance Token,https://assets.coingecko.com/coins/images/29017/large/trove.png?1696527988,0.00418695,1255469.0,2564,4184898.0,119638.0,0.00462431,0.00413818,-0.000415248088518145,-9.02281,-123676.56972212438,-8.96762,300000000.0,1000000000.0,1000000000.0,0.052484,-91.95502,2023-02-23T04:26:30.934Z,0.00413818,2.0337,2024-04-30T20:41:59.879Z,2024-04-30T22:18:33.677Z,Pixels Game,pixels-game,"['orangex', 'bingx']",['camelot']
yieldification,ydf,Yieldification,https://assets.coingecko.com/coins/images/26699/large/logo.png?1696525772,0.00137904,1245270.0,2565,1039237.0,55360.0,0.00159777,0.00127441,-0.000133620456255076,-8.83349,-119393.58858867758,-8.74894,902271390.905722,752988452.814049,-1.0,0.089964,-98.46483,2022-10-09T04:59:18.463Z,0.00127441,8.37155,2024-04-30T13:54:36.973Z,2024-04-30T22:17:54.731Z,Pixels Game,pixels-game,"['mxc', 'coinex']","['uniswap_v2', 'camelot']"
goons-of-balatroon,gob,Goons of Balatroon,https://assets.coingecko.com/coins/images/27104/large/TokenLogo200x200.png?1702250134,0.00231825,1244186.0,2566,1337821.0,2794.06,0.00259667,0.00223521,-0.000221805759615486,-8.73232,-121863.18297848059,-8.92085,538037595.0,578529069.0,750000000.0,0.053852,-95.71229,2022-09-01T12:50:56.119Z,0.00040133,475.34141,2023-07-06T06:49:12.920Z,2024-04-30T22:12:46.065Z,Gaming (GameFi),gaming,[],['uniswap_v3_arbitrum']
goons-of-balatroon,gob,Goons of Balatroon,https://assets.coingecko.com/coins/images/27104/large/TokenLogo200x200.png?1702250134,0.00231825,1244186.0,2566,1337821.0,2794.06,0.00259667,0.00223521,-0.000221805759615486,-8.73232,-121863.18297848059,-8.92085,538037595.0,578529069.0,750000000.0,0.053852,-95.71229,2022-09-01T12:50:56.119Z,0.00040133,475.34141,2023-07-06T06:49:12.920Z,2024-04-30T22:12:46.065Z,Pixels Game,pixels-game,[],['uniswap_v3_arbitrum']
ninja-protocol,ninja,Ninja Protocol,https://assets.coingecko.com/coins/images/18442/large/ninja.PNG?1696517930,0.062233,1237640.0,2567,1237640.0,51654.0,0.082653,0.056751,-0.017323435899065008,-21.77515,-351455.9253707542,-22.11672,19996500.19,19996500.19,19996500.19,2.88,-97.85449,2021-10-26T11:02:19.102Z,8.012e-09,770013531.6806,2022-06-17T22:15:33.154Z,2024-04-30T22:18:51.184Z,Pixels Game,pixels-game,[],"['orca', 'meteora']"
auto,auto,Auto,https://assets.coingecko.com/coins/images/13751/large/autofarm_icon_200x200.png?1696513494,16.27,1236292.0,2568,1303123.0,29573.0,17.11,15.67,-0.3406639943693044,-2.05122,-43140.493961995235,-3.37184,76502.6790375587,80638.1893250324,80638.1893250324,13988.94,-99.88427,2021-02-20T01:09:50.839Z,8.62,87.83317,2023-10-19T22:41:56.730Z,2024-04-30T22:18:43.394Z,Pixels Game,pixels-game,"['hitbtc', 'hitbtc']",['pancakeswap-v3-bsc']
tarot,tarot,Tarot V1,https://assets.coingecko.com/coins/images/17881/large/tarot-200px.png?1696517403,0.02010515,1236187.0,2569,2004607.0,93.32,0.03674768,0.0195517,-0.015645824164572643,-43.76335,-963959.2104807382,-43.81342,61667289.37127,100000000.0,100000000.0,4.1,-99.51218,2021-09-07T08:15:54.599Z,0.01221205,63.97396,2023-11-22T16:45:24.194Z,2024-04-30T22:17:46.230Z,Pixels Game,pixels-game,[],"['openocean_finance', 'velodrome-finance-v2']"
